PRISM Time Series Data,,,,,,,,,,
Locations: 58,,,,,,,,,,
"Climate variables: ppt,tmin,tmean,tmax,vpdmin,vpdmax",,,,,,,,,,
Riverside,-116.0022,33.7298,2890,2017-01,4.13,39.9,46.9,53.8,1.56,7.26
Riverside,-116.0022,33.7298,2890,2017-02,2.06,44,53.3,62.5,2.14,12.42
Riverside,-116.0022,33.7298,2890,2017-03,0,45.8,59.2,72.6,3.89,21.71
Riverside,-116.0022,33.7298,2890,2017-04,0,47.7,63.1,78.5,4.67,27.23
Riverside,-116.0022,33.7298,2890,2017-05,0.06,52,68.1,84.1,5.52,33.83
Riverside,-116.0022,33.7298,2890,2017-06,0,63.3,80.2,97.1,12.26,54.53
Riverside,-116.0022,33.7298,2890,2017-07,0.02,72.9,86.2,99.4,14.18,52.24
Riverside,-116.0022,33.7298,2890,2017-08,0.31,69.9,83.8,97.8,11.76,49.7
Riverside,-116.0022,33.7298,2890,2017-09,0.83,61.8,74.9,87.9,6.94,35.29
Riverside,-116.0022,33.7298,2890,2017-10,0,52.3,68.2,84,7.78,34.4
Riverside,-116.0022,33.7298,2890,2017-11,0,49.7,61.1,72.4,5.13,20.83
Riverside,-116.0022,33.7298,2890,2017-12,0,42.5,53.5,64.4,6.25,18.34
Riverside,-116.0022,33.7298,2890,2018-01,1.38,42.9,53.5,64.2,3.78,15.26
Riverside,-116.0022,33.7298,2890,2018-02,0,38.7,50.5,62.3,3.46,15.41
Riverside,-116.0022,33.7298,2890,2018-03,0.5,42.8,54,65.2,2.82,15.09
Riverside,-116.0022,33.7298,2890,2018-04,0,50.1,65.5,80.9,6.51,31.3
Riverside,-116.0022,33.7298,2890,2018-05,0.12,53.7,68.9,84.1,5.48,32.73
Riverside,-116.0022,33.7298,2890,2018-06,0,62.5,78.8,95.1,12.86,50.43
Riverside,-116.0022,33.7298,2890,2018-07,0.54,73.5,86.3,99.1,12.64,51.03
Riverside,-116.0022,33.7298,2890,2018-08,0.02,72.8,85.3,97.8,13.41,48.67
Riverside,-116.0022,33.7298,2890,2018-09,0,65,79.8,94.6,11.81,47.75
Riverside,-116.0022,33.7298,2890,2018-10,1.34,53.2,65,76.9,4.32,23.26
Riverside,-116.0022,33.7298,2890,2018-11,0.07,45.6,56.1,66.7,5.19,18.11
Riverside,-116.0022,33.7298,2890,2018-12,0.7,40.2,49.1,58,2.74,11.49
Riverside,-116.0022,33.7298,2890,2019-01,1.36,39.5,47.9,56.3,2.12,9.81
Riverside,-116.0022,33.7298,2890,2019-02,5.35,34.8,43.3,51.9,0.87,7.49
Riverside,-116.0022,33.7298,2890,2019-03,0.38,41,52.4,63.9,1.52,13.85
Riverside,-116.0022,33.7298,2890,2019-04,0,49.6,63.9,78.2,4.83,27.2
Riverside,-116.0022,33.7298,2890,2019-05,0.35,48.3,62.4,76.5,1.95,22.37
Riverside,-116.0022,33.7298,2890,2019-06,0,61,76.9,92.7,9.45,43.98
Riverside,-116.0022,33.7298,2890,2019-07,0.33,68.4,83.3,98.1,13.4,51.55
Riverside,-116.0022,33.7298,2890,2019-08,0,69.4,84.3,99.2,13.68,54.45
Riverside,-116.0022,33.7298,2890,2019-09,0.36,62.8,76.5,90.3,8.39,39.93
Riverside,-116.0022,33.7298,2890,2019-10,0,48,63.6,79.1,6.93,30.33
Riverside,-116.0022,33.7298,2890,2019-11,1.17,46,57.3,68.5,5.78,20.24
Riverside,-116.0022,33.7298,2890,2019-12,1.58,40.4,47.6,54.8,1.88,8.5
Riverside,-116.0022,33.7298,2890,2020-01,0.02,39.8,50.3,60.8,2.67,13.21
Riverside,-116.0022,33.7298,2890,2020-02,0.02,39.6,51.7,63.8,3.43,16.27
Riverside,-116.0022,33.7298,2890,2020-03,2.47,41.3,51,60.7,0.97,10.94
Riverside,-116.0022,33.7298,2890,2020-04,1.75,46.8,60.8,74.7,1.94,22.67
Riverside,-116.0022,33.7298,2890,2020-05,0,54.9,72,89.1,5.53,39.36
Riverside,-116.0022,33.7298,2890,2020-06,0,60.3,76.8,93.3,9.77,45.59
Riverside,-116.0022,33.7298,2890,2020-07,0,67,83.5,100,13.86,57.63
Riverside,-116.0022,33.7298,2890,2020-08,0.04,72.3,87.2,102.1,14.96,60.04
Riverside,-116.0022,33.7298,2890,2020-09,0,63.8,80,96.2,12.49,51.74
Riverside,-116.0022,33.7298,2890,2020-10,0,54.8,71.3,87.7,9.17,41.26
Riverside,-116.0022,33.7298,2890,2020-11,0.12,43.9,56.4,69,4.82,20.33
,,,,,,,,,,
Sacramento,-121.3404,38.45,69,2013-01,1.12,33,44.1,55.2,0.44,7.78
Sacramento,-121.3404,38.45,69,2013-02,0.29,35.8,48.8,61.9,0.77,11.7
Sacramento,-121.3404,38.45,69,2013-03,1.62,43.4,56.3,69.3,1.16,15.46
Sacramento,-121.3404,38.45,69,2013-04,0.74,48.6,62.4,76.2,2.23,22.71
Sacramento,-121.3404,38.45,69,2013-05,0.19,53.5,67.4,81.3,3.59,27.59
Sacramento,-121.3404,38.45,69,2013-06,0.33,57.1,72.5,87.8,3.1,33.82
Sacramento,-121.3404,38.45,69,2013-07,0,59.6,76.5,93.4,4.29,40.84
Sacramento,-121.3404,38.45,69,2013-08,0,58.2,74.1,90,3.13,35.4
Sacramento,-121.3404,38.45,69,2013-09,0.68,56.6,70.6,84.6,2.97,29.49
Sacramento,-121.3404,38.45,69,2013-10,0,46.9,62.1,77.3,2.42,23.97
Sacramento,-121.3404,38.45,69,2013-11,0.95,41.9,54.9,67.9,1.46,15.24
Sacramento,-121.3404,38.45,69,2013-12,0.45,31.8,45.2,58.6,0.74,11
Sacramento,-121.3404,38.45,69,2014-01,0.36,36.5,51,65.4,1.04,14.6
Sacramento,-121.3404,38.45,69,2014-02,4.58,43.3,52.9,62.5,0.68,9.97
Sacramento,-121.3404,38.45,69,2014-03,2.88,47.3,58.2,69,1.41,14.79
Sacramento,-121.3404,38.45,69,2014-04,2.04,47.1,60.2,73.4,0.96,18.56
Sacramento,-121.3404,38.45,69,2014-05,0.04,53,68.1,83.2,3.06,30.14
Sacramento,-121.3404,38.45,69,2014-06,0,56.2,72.7,89.3,3.53,37.11
Sacramento,-121.3404,38.45,69,2014-07,0,61.3,77.1,93,4.69,40.26
Sacramento,-121.3404,38.45,69,2014-08,0,60.1,75,89.9,3.27,34.18
Sacramento,-121.3404,38.45,69,2014-09,0.47,58.4,73.3,88.3,3.02,33.65
Sacramento,-121.3404,38.45,69,2014-10,0.09,51.8,66.6,81.3,2.26,26.74
Sacramento,-121.3404,38.45,69,2014-11,1.58,44.6,55.2,65.9,0.62,10.84
Sacramento,-121.3404,38.45,69,2014-12,8.25,46.8,52.8,58.8,0.43,5.18
Sacramento,-121.3404,38.45,69,2015-01,0.01,38.7,48.5,58.3,0.23,6.53
Sacramento,-121.3404,38.45,69,2015-02,2.36,44.2,55.1,66,0.69,10.91
Sacramento,-121.3404,38.45,69,2015-03,0.18,46.7,60.1,73.6,1.29,18.51
Sacramento,-121.3404,38.45,69,2015-04,1.73,46.1,60,73.8,1.93,20.55
Sacramento,-121.3404,38.45,69,2015-05,0.03,51.1,64.2,77.4,2.02,21.49
Sacramento,-121.3404,38.45,69,2015-06,0.06,58.3,74.7,91,3.88,38.15
Sacramento,-121.3404,38.45,69,2015-07,0,61.7,76.9,92.1,4.61,38.67
Sacramento,-121.3404,38.45,69,2015-08,0,60.2,75.8,91.4,3.9,38.33
Sacramento,-121.3404,38.45,69,2015-09,0,57.6,73.2,88.9,5.03,37.84
Sacramento,-121.3404,38.45,69,2015-10,0.23,55,68.5,82.1,2.81,26.31
Sacramento,-121.3404,38.45,69,2015-11,1.5,39.9,51.1,62.4,0.82,10.93
Sacramento,-121.3404,38.45,69,2015-12,1.81,37.7,46.5,55.3,0.51,6.59
Sacramento,-121.3404,38.45,69,2016-01,5.43,42.3,49.3,56.2,0.46,5.33
Sacramento,-121.3404,38.45,69,2016-02,0.82,42,53.9,65.8,0.61,11.76
Sacramento,-121.3404,38.45,69,2016-03,4.85,46.6,56.5,66.3,0.86,11.33
Sacramento,-121.3404,38.45,69,2016-04,1.3,48.9,61.5,74.2,1.44,18.74
Sacramento,-121.3404,38.45,69,2016-05,0.28,53.3,66.7,80,2.32,24.94
Sacramento,-121.3404,38.45,69,2016-06,0,57.4,73.9,90.4,4.06,39.34
Sacramento,-121.3404,38.45,69,2016-07,0,58.9,76,93.1,4.54,41.92
Sacramento,-121.3404,38.45,69,2016-08,0,57.6,74.5,91.4,3.35,37.84
Sacramento,-121.3404,38.45,69,2016-09,0,55.5,71.7,87.9,3.4,34.49
Sacramento,-121.3404,38.45,69,2016-10,4.49,51,62.5,73.9,1.51,17.38
Sacramento,-121.3404,38.45,69,2016-11,1.57,44.6,54.9,65.2,0.33,9.58
Sacramento,-121.3404,38.45,69,2016-12,3.19,36.3,45.4,54.4,0.25,5.61
Sacramento,-121.3404,38.45,69,2017-01,10.46,39.6,46.4,53.3,0.28,4.46
Sacramento,-121.3404,38.45,69,2017-02,8.03,44.6,52,59.3,0.34,6.25
Sacramento,-121.3404,38.45,69,2017-03,2.48,45,56,66.9,0.57,12.21
Sacramento,-121.3404,38.45,69,2017-04,3.05,47.3,57.9,68.5,1.23,14.17
Sacramento,-121.3404,38.45,69,2017-05,0.06,52.4,66.8,81.3,2.52,26.3
Sacramento,-121.3404,38.45,69,2017-06,0.18,58.4,73.7,89.1,3.62,34.99
Sacramento,-121.3404,38.45,69,2017-07,0,60.5,78.2,95.8,4.88,45.59
Sacramento,-121.3404,38.45,69,2017-08,0,61.3,77.3,93.5,4.1,39.07
Sacramento,-121.3404,38.45,69,2017-09,0,58.6,73.2,87.7,4.08,33.73
Sacramento,-121.3404,38.45,69,2017-10,0.17,47.5,63.6,79.7,2.64,26.75
Sacramento,-121.3404,38.45,69,2017-11,2.8,45.7,54.7,63.7,0.49,8.43
Sacramento,-121.3404,38.45,69,2017-12,0.13,35.2,47.5,59.9,0.67,10.12
Sacramento,-121.3404,38.45,69,2018-01,5.25,42.3,49.9,57.4,0.23,4.69
Sacramento,-121.3404,38.45,69,2018-02,0.78,36.8,50.4,64,0.67,13.15
Sacramento,-121.3404,38.45,69,2018-03,4.92,41.5,52.4,63.2,0.52,10.78
Sacramento,-121.3404,38.45,69,2018-04,2.41,46.1,58.7,71.3,0.84,16.57
Sacramento,-121.3404,38.45,69,2018-05,0.52,51.6,65.2,78.8,1.59,22.04
Sacramento,-121.3404,38.45,69,2018-06,0,55.4,71.8,88.2,3.18,34.75
Sacramento,-121.3404,38.45,69,2018-07,0,61.4,78.4,95.4,5,43.58
Sacramento,-121.3404,38.45,69,2018-08,0,58.1,74,89.9,3.33,35.7
Sacramento,-121.3404,38.45,69,2018-09,0,54.1,70.8,87.6,2.68,34.5
Sacramento,-121.3404,38.45,69,2018-10,0.25,50.1,64.8,79.6,2.09,24.62
Sacramento,-121.3404,38.45,69,2018-11,2.7,40.9,54.1,67.2,1.27,15.36
Sacramento,-121.3404,38.45,69,2018-12,3.04,40.3,48.9,57.4,0.34,6.57
Sacramento,-121.3404,38.45,69,2019-01,4.07,41.5,50.1,58.7,0.36,6.64
Sacramento,-121.3404,38.45,69,2019-02,8.17,39.9,47.5,55.2,0.6,6.4
Sacramento,-121.3404,38.45,69,2019-03,2.94,43.9,53.4,62.9,0.62,10.36
Sacramento,-121.3404,38.45,69,2019-04,0.7,49.8,61.8,73.8,1.2,17.17
Sacramento,-121.3404,38.45,69,2019-05,2.98,50.2,62.2,74.1,1.12,17.34
Sacramento,-121.3404,38.45,69,2019-06,0,58,73.7,89.4,3.39,34.75
Sacramento,-121.3404,38.45,69,2019-07,0,59.9,75.9,91.9,3.66,37.65
Sacramento,-121.3404,38.45,69,2019-08,0,61.1,77.2,93.4,3.44,39.6
Sacramento,-121.3404,38.45,69,2019-09,0.2,56.8,71.7,86.6,2.66,32.37
Sacramento,-121.3404,38.45,69,2019-10,0,45.9,62,78.1,2.51,26.07
Sacramento,-121.3404,38.45,69,2019-11,0.6,41.4,55.5,69.7,0.98,17.21
Sacramento,-121.3404,38.45,69,2019-12,4.28,42.6,49.8,57,0.25,5.41
Sacramento,-121.3404,38.45,69,2020-01,1.19,40.1,48.3,56.6,0.26,5.5
Sacramento,-121.3404,38.45,69,2020-02,0,39.7,53.3,66.8,1.22,14.74
Sacramento,-121.3404,38.45,69,2020-03,1.91,43.1,53.4,63.7,1.02,11.7
Sacramento,-121.3404,38.45,69,2020-04,2.28,47.9,60.4,72.9,1.3,18.21
Sacramento,-121.3404,38.45,69,2020-05,0.5,53.1,68,82.9,2.24,30.15
Sacramento,-121.3404,38.45,69,2020-06,0,57.4,73.3,89.3,3.66,36.62
Sacramento,-121.3404,38.45,69,2020-07,0,58.4,76.1,93.8,3.53,42.29
Sacramento,-121.3404,38.45,69,2020-08,0,62.6,79,95.4,4.51,43.77
Sacramento,-121.3404,38.45,69,2020-09,0,59.2,74.9,90.5,3.71,36.51
Sacramento,-121.3404,38.45,69,2020-10,0,51.9,68.4,84.8,3.1,32.58
Sacramento,-121.3404,38.45,69,2020-11,0.61,38.7,52.2,65.8,0.9,14.66
,,,,,,,,,,
San Benito,-121.0853,36.6107,3031,2013-01,1.02,36.4,45.3,54.3,2.53,9.77
San Benito,-121.0853,36.6107,3031,2013-02,0.4,37.2,47,56.8,2.33,10.73
San Benito,-121.0853,36.6107,3031,2013-03,0.39,42.9,53.6,64.4,2.56,14.76
San Benito,-121.0853,36.6107,3031,2013-04,0.25,45.9,58.6,71.3,3.91,20.23
San Benito,-121.0853,36.6107,3031,2013-05,0.04,50.1,62.8,75.5,4.74,24.06
San Benito,-121.0853,36.6107,3031,2013-06,0,57.5,71.5,85.5,7.43,34.03
San Benito,-121.0853,36.6107,3031,2013-07,0,65.7,78.6,91.5,13.68,43.16
San Benito,-121.0853,36.6107,3031,2013-08,0,61.4,74.2,87,9.31,35.45
San Benito,-121.0853,36.6107,3031,2013-09,0.07,56.7,69.1,81.6,6.7,28.72
San Benito,-121.0853,36.6107,3031,2013-10,0.49,51.6,62.6,73.6,6.95,23.45
San Benito,-121.0853,36.6107,3031,2013-11,0.3,45.8,55,64.2,4.44,15.07
San Benito,-121.0853,36.6107,3031,2013-12,0.23,40.4,50.3,60.2,5.44,15.51
San Benito,-121.0853,36.6107,3031,2014-01,0.11,47.6,57.2,66.7,7.18,19.87
San Benito,-121.0853,36.6107,3031,2014-02,2.89,41.8,50.3,58.8,2.07,11.09
San Benito,-121.0853,36.6107,3031,2014-03,1.82,43.8,53.6,63.4,2.92,13.63
San Benito,-121.0853,36.6107,3031,2014-04,1.63,45.1,56.9,68.8,3.19,17.91
San Benito,-121.0853,36.6107,3031,2014-05,0,51.6,64.9,78.3,6.41,27.97
San Benito,-121.0853,36.6107,3031,2014-06,0,57.7,71.3,84.8,9.66,35.02
San Benito,-121.0853,36.6107,3031,2014-07,0,65.5,77.5,89.4,11.45,41.18
San Benito,-121.0853,36.6107,3031,2014-08,0,62.4,74.5,86.6,9.49,36.49
San Benito,-121.0853,36.6107,3031,2014-09,0.02,60.6,72.7,84.9,8.6,32.58
San Benito,-121.0853,36.6107,3031,2014-10,0.11,55.9,67.2,78.5,8,27.67
San Benito,-121.0853,36.6107,3031,2014-11,1.52,47.7,56.1,64.4,4.24,14.56
San Benito,-121.0853,36.6107,3031,2014-12,5.4,42.3,47.7,53.1,0.66,5.17
San Benito,-121.0853,36.6107,3031,2015-01,0.07,44.4,53.4,62.5,3.64,13.09
San Benito,-121.0853,36.6107,3031,2015-02,1.44,46.5,55.5,64.4,3.51,14.21
San Benito,-121.0853,36.6107,3031,2015-03,0.29,47.1,57.7,68.2,4.1,17.06
San Benito,-121.0853,36.6107,3031,2015-04,1.27,43.7,55.9,68.1,3.23,17.82
San Benito,-121.0853,36.6107,3031,2015-05,0.62,46.8,58.6,70.3,3.11,18.42
San Benito,-121.0853,36.6107,3031,2015-06,0.36,60,73.3,86.6,9.09,35.69
San Benito,-121.0853,36.6107,3031,2015-07,0.03,61.7,73.7,85.7,8.25,32.15
San Benito,-121.0853,36.6107,3031,2015-08,0.02,63.3,75.4,87.5,9.74,35.92
San Benito,-121.0853,36.6107,3031,2015-09,0,60.8,72.8,84.9,10.68,34.69
San Benito,-121.0853,36.6107,3031,2015-10,0.28,56.2,66.7,77.1,5.61,23.2
San Benito,-121.0853,36.6107,3031,2015-11,2.55,41,49.5,58,2.56,11.01
San Benito,-121.0853,36.6107,3031,2015-12,3.49,36.2,43.7,51.3,1.24,6.88
San Benito,-121.0853,36.6107,3031,2016-01,4.66,40,46.1,52.2,0.65,5.61
San Benito,-121.0853,36.6107,3031,2016-02,1.07,45.1,54.3,63.5,3.58,14.3
San Benito,-121.0853,36.6107,3031,2016-03,3.95,42.4,50.9,59.5,1.31,9.88
San Benito,-121.0853,36.6107,3031,2016-04,0.8,45.3,56.4,67.6,2.59,15.85
San Benito,-121.0853,36.6107,3031,2016-05,0.29,49.1,61.1,73.2,3.19,19.83
San Benito,-121.0853,36.6107,3031,2016-06,0,60.3,73.8,87.2,11.6,39.29
San Benito,-121.0853,36.6107,3031,2016-07,0,64,77.2,90.3,12.75,41.43
San Benito,-121.0853,36.6107,3031,2016-08,0,61.3,74.9,88.6,9.98,37.67
San Benito,-121.0853,36.6107,3031,2016-09,0,57.3,70.2,83.1,9.05,32.63
San Benito,-121.0853,36.6107,3031,2016-10,3.42,51,60.9,70.8,3.99,18.97
San Benito,-121.0853,36.6107,3031,2016-11,1.15,46.3,55,63.6,3.05,13.73
San Benito,-121.0853,36.6107,3031,2016-12,1.94,38.8,46.5,54.1,1.72,8.37
San Benito,-121.0853,36.6107,3031,2017-01,8.67,37,43.3,49.5,1.15,5.34
San Benito,-121.0853,36.6107,3031,2017-02,5.14,40.6,46.8,53,0.94,6.33
San Benito,-121.0853,36.6107,3031,2017-03,1.69,42.5,51.8,61.1,1.93,11.35
San Benito,-121.0853,36.6107,3031,2017-04,1.4,43.3,53.5,63.7,1.9,12.75
San Benito,-121.0853,36.6107,3031,2017-05,0.13,49,62,75.1,3.88,22.42
San Benito,-121.0853,36.6107,3031,2017-06,0.07,59.1,72.2,85.2,7.93,33.77
San Benito,-121.0853,36.6107,3031,2017-07,0,66.7,79.5,92.3,14.27,43.92
San Benito,-121.0853,36.6107,3031,2017-08,0,66.6,78.3,90.1,12.08,38.67
San Benito,-121.0853,36.6107,3031,2017-09,0.03,57.9,69.9,81.8,6.73,29.2
San Benito,-121.0853,36.6107,3031,2017-10,0.17,54.1,65.9,77.6,8.91,28.18
San Benito,-121.0853,36.6107,3031,2017-11,0.89,45.8,54.2,62.7,1.77,11.33
San Benito,-121.0853,36.6107,3031,2017-12,0.18,44.3,54.1,64,6.64,18.03
San Benito,-121.0853,36.6107,3031,2018-01,3.46,44.1,52.3,60.5,2.5,11.37
San Benito,-121.0853,36.6107,3031,2018-02,0.22,38.8,49.1,59.4,3.16,13.81
San Benito,-121.0853,36.6107,3031,2018-03,4.31,37.9,46.5,55,1.05,8.29
San Benito,-121.0853,36.6107,3031,2018-04,1.18,43.6,55.5,67.5,2.58,16.36
San Benito,-121.0853,36.6107,3031,2018-05,0.11,47.3,59.7,72.1,2.65,18.39
San Benito,-121.0853,36.6107,3031,2018-06,0,56.3,69.7,83.2,7.75,31.91
San Benito,-121.0853,36.6107,3031,2018-07,0,67.8,80.5,93.1,13.85,43.45
San Benito,-121.0853,36.6107,3031,2018-08,0,64.8,76.6,88.4,12.67,38.61
San Benito,-121.0853,36.6107,3031,2018-09,0,59.9,72.2,84.5,10.57,33.9
San Benito,-121.0853,36.6107,3031,2018-10,0.3,53.8,63.9,73.9,6.24,21.93
San Benito,-121.0853,36.6107,3031,2018-11,3.07,48.8,57.6,66.4,5.87,17.42
San Benito,-121.0853,36.6107,3031,2018-12,1.97,39.6,46.8,53.9,1.03,7.81
San Benito,-121.0853,36.6107,3031,2019-01,3.35,41,47.8,54.5,1.74,7.7
San Benito,-121.0853,36.6107,3031,2019-02,6.27,33.7,39.9,46.2,0.56,3.96
San Benito,-121.0853,36.6107,3031,2019-03,2.12,38.7,46.6,54.4,1.03,7.37
San Benito,-121.0853,36.6107,3031,2019-04,0.31,47,57.7,68.4,2.78,15.67
San Benito,-121.0853,36.6107,3031,2019-05,1.96,45.6,55.8,66.1,1.91,13.49
San Benito,-121.0853,36.6107,3031,2019-06,0.09,59.4,71.4,83.5,8.49,30.09
San Benito,-121.0853,36.6107,3031,2019-07,0,62.7,75.1,87.6,9.68,36.31
San Benito,-121.0853,36.6107,3031,2019-08,0,64.6,76.6,88.6,12.05,36.1
San Benito,-121.0853,36.6107,3031,2019-09,0.02,57.3,69.6,81.9,8.98,29.08
San Benito,-121.0853,36.6107,3031,2019-10,0,51,62.4,73.8,8.68,24.24
San Benito,-121.0853,36.6107,3031,2019-11,1.37,49.4,57.6,65.9,6.85,17.94
San Benito,-121.0853,36.6107,3031,2019-12,6.19,44.6,48.6,52.6,1.24,6.22
San Benito,-121.0853,36.6107,3031,2020-01,1.3,39.2,46.7,54.1,0.84,7.75
San Benito,-121.0853,36.6107,3031,2020-02,0,42.9,52.1,61.3,3.84,13.61
San Benito,-121.0853,36.6107,3031,2020-03,2.85,38.6,45.6,52.6,0.95,6.58
San Benito,-121.0853,36.6107,3031,2020-04,1.88,45.5,55.8,66.2,2.7,13.98
San Benito,-121.0853,36.6107,3031,2020-05,0.55,51.3,63.8,76.4,5.53,24.12
San Benito,-121.0853,36.6107,3031,2020-06,0,56.1,69.1,82.2,7.18,29.7
San Benito,-121.0853,36.6107,3031,2020-07,0,65.3,76.7,88.1,11.4,35.9
San Benito,-121.0853,36.6107,3031,2020-08,0,67.1,78.6,90.2,11.7,37.85
San Benito,-121.0853,36.6107,3031,2020-09,0,65.4,76.8,88.1,12.3,37.34
San Benito,-121.0853,36.6107,3031,2020-10,0,62,72,82,12.52,31.97
San Benito,-121.0853,36.6107,3031,2020-11,0.46,43.4,53.5,63.6,4.37,15.72
,,,,,,,,,,
San Bernardino,-116.1812,34.8572,1939,2013-01,0.46,36.8,47.5,58.3,3.81,13.36
San Bernardino,-116.1812,34.8572,1939,2013-02,0,39.6,51.8,64,3.77,17.01
San Bernardino,-116.1812,34.8572,1939,2013-03,0.12,51.1,64.3,77.4,7.3,28.28
San Bernardino,-116.1812,34.8572,1939,2013-04,0,55.1,68.7,82.4,8.92,34.08
San Bernardino,-116.1812,34.8572,1939,2013-05,0.01,61.3,75.5,89.6,11.79,42.87
San Bernardino,-116.1812,34.8572,1939,2013-06,0,70.4,86.1,101.7,17.2,62.72
San Bernardino,-116.1812,34.8572,1939,2013-07,0.42,78.6,91.6,104.6,21.7,65.41
San Bernardino,-116.1812,34.8572,1939,2013-08,0.68,73.4,87.3,101.3,17.02,59.36
San Bernardino,-116.1812,34.8572,1939,2013-09,0.36,68.5,81.4,94.3,13.01,47.13
San Bernardino,-116.1812,34.8572,1939,2013-10,0,53.4,67.2,80.9,9.31,32.1
San Bernardino,-116.1812,34.8572,1939,2013-11,0.51,47.6,58.6,69.6,5.42,19.83
San Bernardino,-116.1812,34.8572,1939,2013-12,0.05,39.9,50.8,61.8,4.7,15.78
San Bernardino,-116.1812,34.8572,1939,2014-01,0,44.6,57.1,69.6,7.03,21.8
San Bernardino,-116.1812,34.8572,1939,2014-02,0.01,47.5,59.7,71.8,5.95,23.15
San Bernardino,-116.1812,34.8572,1939,2014-03,0.14,50.8,62.8,74.8,6.62,24.69
San Bernardino,-116.1812,34.8572,1939,2014-04,0.17,54.4,67.8,81.2,8.9,32.79
San Bernardino,-116.1812,34.8572,1939,2014-05,0.03,61.3,75.4,89.5,13.06,44.7
San Bernardino,-116.1812,34.8572,1939,2014-06,0,69.9,85,100.1,18.37,60.93
San Bernardino,-116.1812,34.8572,1939,2014-07,0.92,77.6,91,104.4,20.39,64.56
San Bernardino,-116.1812,34.8572,1939,2014-08,0.65,72.8,86.3,99.8,15.65,56.32
San Bernardino,-116.1812,34.8572,1939,2014-09,0.03,71.3,84.3,97.3,13.8,51.83
San Bernardino,-116.1812,34.8572,1939,2014-10,0,60.8,74.4,88,11.29,39.47
San Bernardino,-116.1812,34.8572,1939,2014-11,0,48.3,60.4,72.5,7.01,23.45
San Bernardino,-116.1812,34.8572,1939,2014-12,0.41,43.1,51.8,60.4,2.36,11.22
San Bernardino,-116.1812,34.8572,1939,2015-01,0.57,42.9,53.3,63.6,3.95,15.11
San Bernardino,-116.1812,34.8572,1939,2015-02,0.13,49.6,61.6,73.7,5.61,23.75
San Bernardino,-116.1812,34.8572,1939,2015-03,0.23,53.6,65.9,78.1,8.28,29.56
San Bernardino,-116.1812,34.8572,1939,2015-04,0.1,52.3,66.4,80.4,8.39,31.99
San Bernardino,-116.1812,34.8572,1939,2015-05,0.01,58.1,71.6,85,9.36,36.24
San Bernardino,-116.1812,34.8572,1939,2015-06,0.12,71.7,86.8,102,17.98,62.98
San Bernardino,-116.1812,34.8572,1939,2015-07,1.28,72.4,85.7,99.1,13.89,54.62
San Bernardino,-116.1812,34.8572,1939,2015-08,0.09,75.9,90.8,105.6,19.93,68.69
San Bernardino,-116.1812,34.8572,1939,2015-09,0.2,71.7,84.6,97.6,14.5,51.28
San Bernardino,-116.1812,34.8572,1939,2015-10,0.65,63.3,73.9,84.5,8.56,31.87
San Bernardino,-116.1812,34.8572,1939,2015-11,0.03,43.9,55.6,67.3,5.77,19.89
San Bernardino,-116.1812,34.8572,1939,2015-12,0,37.2,48.2,59.2,3.79,14.02
San Bernardino,-116.1812,34.8572,1939,2016-01,0.63,39.9,49.9,59.9,2.77,12.64
San Bernardino,-116.1812,34.8572,1939,2016-02,0.19,45.9,59,72.1,6.45,23.78
San Bernardino,-116.1812,34.8572,1939,2016-03,0.03,50.1,63.3,76.5,6.33,27.21
San Bernardino,-116.1812,34.8572,1939,2016-04,0.62,54.6,67.2,79.9,7.48,30.26
San Bernardino,-116.1812,34.8572,1939,2016-05,0.04,58.3,71.8,85.3,8.36,36.24
San Bernardino,-116.1812,34.8572,1939,2016-06,0,73.4,88.3,103.2,19.64,65.94
San Bernardino,-116.1812,34.8572,1939,2016-07,0,76.7,91.4,106.1,22.57,71.07
San Bernardino,-116.1812,34.8572,1939,2016-08,0.2,75.2,89.2,103.1,19.53,63.1
San Bernardino,-116.1812,34.8572,1939,2016-09,0.35,66,79.6,93.2,13.44,47.01
San Bernardino,-116.1812,34.8572,1939,2016-10,0.28,59.8,72.4,85.1,9.44,34.64
San Bernardino,-116.1812,34.8572,1939,2016-11,0.03,49.7,61.4,73.1,6.91,23.7
San Bernardino,-116.1812,34.8572,1939,2016-12,1.51,40.2,50.5,60.8,3.14,13.46
San Bernardino,-116.1812,34.8572,1939,2017-01,2.41,39.8,48.6,57.4,1.68,9.95
San Bernardino,-116.1812,34.8572,1939,2017-02,0.67,46.2,56.5,66.8,2.92,15.92
San Bernardino,-116.1812,34.8572,1939,2017-03,0,50.3,64,77.7,6.06,28.35
San Bernardino,-116.1812,34.8572,1939,2017-04,0,52.4,66.9,81.5,7.49,32.2
San Bernardino,-116.1812,34.8572,1939,2017-05,0.05,58.4,74,89.7,10.55,44.36
San Bernardino,-116.1812,34.8572,1939,2017-06,0,70.5,86.8,103.2,18.35,68.51
San Bernardino,-116.1812,34.8572,1939,2017-07,0.02,78.9,93,107.1,21.81,71.62
San Bernardino,-116.1812,34.8572,1939,2017-08,0.31,75.6,89.6,103.7,18.12,64.2
San Bernardino,-116.1812,34.8572,1939,2017-09,0.43,67.8,80.6,93.4,12.32,45.85
San Bernardino,-116.1812,34.8572,1939,2017-10,0,58.2,72.5,86.8,11.41,39.69
