"FDID","Fire dept name","HQ addr1","HQ addr2","HQ city","HQ state","HQ zip","Mail addr1","Mail addr2","Mail PO box","Mail city","Mail state","Mail zip","HQ phone","HQ fax","County","Dept Type","Organization Type","Website","Number Of Stations","Active Firefighters - Career","Active Firefighters - Volunteer","Active Firefighters - Paid per Call","Non-Firefighting - Civilian","Non-Firefighting - Volunteer","Primary agency for emergency mgmt"
"37090","Lakeside Fire Protection District","12216 Lakeside AVE",,"Lakeside","CA","92040-1715","12216 Lakeside AVE",,,"Lakeside","CA","92040-1715","619-390-2350","619-443-1568","073","Career",,"https://lakesidefire.net/","4","52","0","0","4","0","No"
"49095","Lakeville Volunteer Fire Department","5100 Lakeville HWY",,"Petaluma","CA","94954-9519","5100 Lakeville HWY",,,"Petaluma","CA","94954-9519","707-762-2075",,"097","Volunteer",,,"1","0","12","0","0","0",
"19490","Lanterman Developmental Center ","3530 Pomona  BLVD","","Pomona","CA","91768-3238","3530 Pomona  BLVD","","PO Box ","Pomona","CA","91768-3238","909-444-7500","909-595-0361","037","Career",,"","1","1","0","0","0","0",
"32030","LaPorte Volunteer Fire Department","2181 Cedar LN",,"La Porte","CA","95981",,,"PO Box 335","Clipper Mills","CA","95930-0335","530-675-2557",,"063","Volunteer",,,"1","0","6","0","0","2","No"
"21035","Larkspur Fire Department","400 Magnolia AVE",,"Larkspur","CA","94939","400 Magnolia AVE",,,"Larkspur","CA","94939-2035","415-927-5007","415-927-5131","041","Mostly career",,,"2","18","10","0","0","0","Yes"
"18555","Lassen National Forest Fire & Aviation","2550 Riverside DR",,"Susanville","CA","96130","2550 Riverside DR",,,"Susanville","CA","96130","530-257-2151","530-252-6428","035","Career",,"https://www.r5.fs.fed.us/lassen/fire/","10","40","0","0","0","0",
"39055","Lathrop-Manteca Fire District","800 J ST",,"Lathrop","CA","95330-8909","800 J ST",,,"Lathrop","CA","95330-8909","209-941-5100","209-941-5115","077","Mostly career",,"https://www.lmfire.org/","4","36","0","22","3","10","Yes"
"10050","Laton CSD Volunteer Fire Department","20799 S Fowler AVE",,"Laton","CA","93242",,,"PO Box 447","Laton","CA","93242-0447","559-923-4870","559-923-9501","019","Volunteer",,,"1","0","8","0","0","0","Yes"
"09022","Latrobe Fire Protection District","7660 S Shingle RD",,"Shingle Springs","CA","95682","7660 S Shingle RD",,,"Shingle Springs","CA","95682","530-677-6366","530-677-6366","017","Mostly volunteer",,,"2","1","19","0","7","1",
"01065","Lawrence Livermore Fire Department","7000 E L-388 AVE",,"Livermore","CA","94550","7000 E L-388 AVE",,"PO Box 808","Livermore","CA","94550","925-422-5194","925-422-8710","001","Career",,,"2","45","0","0","25","0",
"26025","Lee Vining Volunteer Fire Department","55 Mattly AVE",,"Lee Vining","CA","93541",,,"PO Box 352","Lee Vining","CA","93541-0352","760-647-6400","760-647-1055","051","Volunteer",,,"1","0","17","0","0","0","Yes"
"23115","Leggett Valley Fire And Rescue","65550 S Drive Thru Tree RD","PO Box 191","Leggett","CA","95585-0191",,,"PO Box 191","Leggett","CA","95585-0191","707-925-6334",,"045","Volunteer",,,"1","0","7","0","0","1","Yes"
"37100","Lemon Grove Fire Department","7853 Central AVE",,"Lemon Grove","CA","91945-2541","3232 Main ST",,,"Lemon Grove","CA","91945","619-825-3835","619-825-3844","073","Career",,,"1","20","0","0","1","0",
"16020","Lemoore Volunteer Fire Department","210 Fox ST",,"Lemoore","CA","93245-2654","711 W Cinnamon DR",,,"Lemoore","CA","93245-9587","559-924-6744","559-924-6743","031","Volunteer",,,"2","0","35","0","2","0","Yes"
"53010","Lewiston Fire Department","200 Texas AVE",,"Lewiston","CA","96052",,,"PO Box 164","Lewiston","CA","96052-0164","530-778-3711",,"105","Volunteer",,,"1","0","6","0","0","0","No"
"39010","Liberty Rural County Fire Protection District","24124 N Bruella RD",,"Acampo","CA","95220-9620","24124 N Bruella RD",,,"Acampo","CA","95220-9620","209-339-1329","209-333-2916","077","Mostly volunteer",,,"1","7","0","12","1","2","No"
"25050","Likely Volunteer Fire Protection District","3275 Highway 395",,"Likely","CA","96116",,,"PO Box 515","Likely","CA","96116-0515","530-233-4817","530-233-5190","049","Volunteer",,,"2","0","15","0","0","7","Yes"
"58005","Linda Fire Protection District","1286 Scales AVE",,"Marysville","CA","95901-6117","1286 Scales AVE",,,"Marysville","CA","95901-6117","530-743-1553","530-741-4172","115","Mostly volunteer",,,"3","13","0","21","1","0","No"
"39040","Linden-Peters Rural County Fire Protection District","17725 E Highway 26",,"Linden","CA","95236-9785","17725 E Highway 26",,,"Linden","CA","95236-9785","209-887-3710","209-887-2821","077","Mostly career",,,"1","14","5","0","1","0","Yes"
"54020","Lindsay Fire Department","185 N Gale Hill","PO Box 369","Lindsay","CA","93247-0369",,,"PO Box 369","Lindsay","CA","93247-0369","559-562-2511","559-562-7126","107","Mostly volunteer",,"https://www.linday.ca.us","1","3","20","0","0","1",
"23090","Little Lake Fire Protection District","74 E Commercial ST",,"Willits","CA","95490-3102","74 E Commercial ST",,,"Willits","CA","95490-3102","707-459-6271","707-459-7898","045","Mostly volunteer",,,"2","3","40","3","1","0","No"
"18021","Little Valley Volunteer Fire Department","653-305 Seymour DR",,"Little Valley","CA","96056-8685","653-305 Seymour DR",,,"Little Valley","CA","96056-8685","000-000-0000",,"035","Volunteer",,,"1","0","6","0","0","3",
"03022","Lockwood Fire Protection District","23141 Shakeridge  RD","PO Box 221","Volcano","CA","95689","23141 Shakeridge  RD","PO Box 221","PO Box ","Volcano","CA","95689","209-295-8416",,"005","Volunteer",,"","2","0","13","0","0","20",
"39045","Lodi Fire Department","210 W Elm St",,"Lodi","CA","95240",,,"PO Box 3006","Lodi","CA","95241-1910","209-333-6739","209-333-6844","077","Career",,"https://www.lodi.gov/","4","55","0","0","2","0","Yes"
"36125","Loma Linda Fire Department","25541 Barton RD",,"Loma Linda","CA","92354-3125","25541 Barton RD",,,"Loma Linda","CA","92354-3125","909-799-2850","909-799-2891","071","Career",,,"2","28","0","0","4","0","Yes"
"58008","Loma Rica/Browns Valley CSD","11485 Loma Rica Rd",,"Marysville","CA","95901","11485 Loma Rica Rd",,,"Marysville","CA","95901","530-741-0755","530-743-1654","115","Volunteer",,"https://lrbvfire.org/","1","0","10","0","0","5",
"42015","Lompoc Fire Department","115 S G ST",,"Lompoc","CA","93436","115 S G ST",,,"Lompoc","CA","93436-6817","805-736-4513","805-735-4256","083","Career",,,"2","29","0","0","1","0","Yes"
"14035","Lone Pine Fire Department","130 Jackson ST",,"Lone Pine","CA","93545",,,"PO Box 1007","Lone Pine","CA","93545-1007","760-876-4626","760-876-4000","027","Volunteer",,,"2","0","0","35","0","0","Yes"
"19100","Long Beach Fire Department","3205 N Lakewood BLVD",,"Long Beach","CA","90808-1733","3205 N Lakewood BLVD",,,"Long Beach","CA","90808-1733","562-570-2500","562-570-2506","037","Career",,"https://www.longbeach.gov/fire/","23","380","0","0","114","0","Yes"
"23045","Long Valley Fire Protection District","44954 Willis AVE",,"Laytonville","CA","95454",,,"PO Box 89","Laytonville","CA","95454-0089","707-984-6055","707-984-6057","045","Mostly volunteer",,,"2","3","23","0","1","0","No"
"26035","Long Valley Fire Protection District","3605 Crowley Lake DR",,"Crowley Lake","CA","93546","3605 Crowley Lake DR",,,"Crowley Lake","CA","93546-9758","760-935-4545","760-935-4436","051","Mostly volunteer",,,"2","4","28","0","1","0","Yes"
"32032","Long Valley Volunteer Fire Department","58880 Highway 70",,"Cromberg","CA","96103",,,"PO Box 30226","Cromberg","CA","96103-3226","530-836-2550",,"063","Volunteer",,,"1","0","6","0","0","5","No"
"31055","Loomis Fire Protection District","5840 Horseshoe Bar RD",,"Loomis","CA","95650",,,"PO Box 606","Loomis","CA","95650-0606","916-652-6813","916-652-8472","061","Mostly volunteer",,"https://loomisfire.org/","2","9","12","0","1","0","No"
"30835","Los Alamitos Joint Forces Training Base Fire Department","4250 Constitution AVE",,"Los Alamitos","CA","90720-5143","4250 Constitution AVE",,,"Los Alamitos","CA","90720-5143","562-795-2144","562-795-2143","059","Mostly volunteer",,,"1","17","30","0","0","0","Yes"
"19110","Los Angeles County Fire Department","1320 N Eastern AVE",,"Los Angeles","CA","90063","1320 N Eastern AVE",,,"Los Angeles","CA","90063-3244","323-881-2478","323-265-9948","037","Mostly career",,"https://fire.lacounty.gov/","171","3550","0","75","800","0","Yes"
"19105","Los Angeles Fire Department","200 N Main ST, Room 1800",,"Los Angeles","CA","90012-4110","200 N Main ST, Room 1800",,,"Los Angeles","CA","90012-4110","213-485-6003","213-485-9884","037","Career",,"https://www.lafd.org","106","3346","0","0","334","0",
"24025","Los Banos Fire Department","333 7TH ST",,"Los Banos","CA","93635-3746","333 7TH ST",,,"Los Banos","CA","93635-3746","209-827-7025","209-827-7028","047","Mostly volunteer",,"https://www.losbanos.org/city-government/departments/fire/","2","18","20","0","2","0","Yes"
"18025","Madeline Fire Protection District","711-900 Lassen ST",,"Madeline","CA","96119",,,"PO Box 98","Madeline","CA","96119-0098","530-640-2722",,"035","Volunteer",,,"1","0","5","0","0","1",
"20010","Madera City Fire Department","14225 Road 28",,"Madera","CA","93638","14225 Road 28",,,"Madera","CA","93638-5715","559-675-7799","559-673-2085","039","Career",,"https://www.cityofmadera.org/web/guest/fire","2","17","0","0","2","0","No"
"20015","Madera County Fire Department","200 W 4TH ST, STE 1400",,"Madera","CA","93637-3548","200 W 4TH ST, STE 1400",,,"Madera","CA","93637-3548","559-675-7799","559-673-2085","039","Mostly volunteer",,"https://www.madera-county.com/firedepartment/","12","40","0","72","6","0","No"
"57055","Madison Fire Protection District","17880 Stephens ST","PO Box 12","Madison","CA","95653-0012",,,"PO Box 12","Madison","CA","95653-0012","530-662-5745",,"113","Volunteer",,,"1","0","18","0","0","0",
"26030","Mammoth Lakes Fire Protection District","P.O. Box 5","3150 Main Street","Mammoth Lakes","CA","93546","3150 Main ST",,"PO Box 5","Mammoth Lakes","CA","93546-0005","760-934-2300","760-934-9210","051","Mostly volunteer",,,"2","4","0","65","0","2",
"19120","Manhattan Beach Fire Department","400 15TH ST",,"Manhattan Beach","CA","90266-4607","400 15TH ST",,,"Manhattan Beach","CA","90266-4607","310-802-5203","310-802-5201","037","Mostly career",,,"2","30","24","0","3","1","Yes"
"39050","Manteca Fire Department","1154 S Union RD",,"Manteca","CA","95337","1154 S Union RD",,,"Manteca","CA","95337-8343","209-456-8300","209-923-8936","077","Mostly career",,"https://www.ci.manteca.ca.us/fire/","3","43","0","10","4","0","Yes"
"00MAB","March Field Fire Department","2685 Graeber ST",,"March Air Reserve Base","CA","92518-2307","2685 Graeber ST",,,"March Air Reserve Base","CA","92518-2307","951-655-2075","951-655-2563","065","Career",,,"2","56","0","0","7","0",
"21105","Marin County Fire Department","33 Castle Rock RD",,"Woodacre","CA","94973",,,"PO Box 518","Woodacre","CA","94973-0518","415-473-6717","415-473-6717","041","Mostly career",,"https://www.marincounty.org/depts/fr","6","81","14","0","2","0","No"
"27055","Marina Fire Department","211 Hillcrest AVE",,"Marina","CA","93933-3534","211 Hillcrest AVE",,,"Marina","CA","93933-3534","831-275-1700","831-384-5321","053","Mostly career",,"http://www.cityofmarina.org/","2","11","7","0","1","0","Yes"
"M2205","Marine Corps Mountain Warfare Fire Department","MCMWTC Fire Emergency Services","Highway 108 HC 83 Bldg 1035","Bridgeport","CA","93517","MCMWTC Fire Emergency Services","Highway 108 HC 83 Bldg 1035",,"Bridgeport","CA","93517","760-932-1632","760-932-1636","051","Career",,,"1","18","0","0","0","0","Yes"
"21080","Marinwood Fire Department","777 Miller Creek RD",,"San Rafael","CA","94903","777 Miller Creek RD",,,"San Rafael","CA","94903-1323","415-479-0122","415-479-7759","041","Mostly volunteer",,,"1","11","20","0","0","0","Yes"
"22025","Mariposa County Fire Department","4802 Highway 140",,"Mariposa","CA","95338",,,"PO Box 162","Mariposa","CA","95338-0162","209-966-4330","209-966-0252","043","Mostly volunteer",,"https://www.mariposacounty.org/index.aspx?NID=76","12","3","75","0","3","31","No"
"22045","Mariposa Public Utility District Fire Department","4992 7TH ST",,"Mariposa","CA","95338-0494",,,"PO Box 494","Mariposa","CA","95338-0494","209-966-2515","209-966-6615","043","Volunteer",,,"2","0","0","17","0","0","Yes"
"02015","Markleeville Volunteer Fire Department","750 Hot Springs RD","PO Box 45","Markleeville","CA","96120-0045",,,"PO Box 45","Markleeville","CA","96120-0045","530-694-2223","530-694-2491","003","Volunteer",,,"1","0","15","0","0","0",
"07120","Martinez Refining Company Fire Brigade","3485 Pacheco BLVD","PO Box 711","Martinez","CA","94553",,,"PO Box 711","Martinez","CA","94553-0071","925-313-3427","925-313-3076","013","Volunteer",,,"1","0","45","0","0","0","No"
"58010","Marysville Fire Department","107 9TH ST",,"Marysville","CA","95901-5305","107 9TH ST",,,"Marysville","CA","95901-5305","530-741-6622","530-741-1147","115","Mostly career",,,"1","14","0","7","1","0","Yes"
"06030","Maxwell Fire Protection District","231 W Oak ST",,"Maxwell","CA","95955",,,"PO Box 651","Maxwell","CA","95955-0651","530-438-2320","530-438-2342","011","Mostly volunteer",,,"1","3","25","0","0","0","Yes"
"49930","Mayacamas Volunteer Fire Department, Inc.","3252 Trinity RD","PO Box 225","Glen Ellen","CA","95442","3252 Trinity RD",,"PO Box 225","Glen Ellen","CA","95442","707-938-0469",,"097","Volunteer",,,"3","0","19","0","0","0",
"47048","Mayten Fire District","7427 HWY A-12",,"Montague","CA","96064","7427 HWY A-12",,,"Montague","CA","96064","530-459-5210",,"093","Volunteer",,,"1","0","9","0","0","6",
"45975","McArthur Volunteer Fire Department","44283 Highway 299 E",,"Mc Arthur","CA","96056",,,"PO Box 670","McArthur","CA","96056-0670","530-336-5026",,"089","Volunteer",,,"2","0","20","0","0","0","No"
"47050","McCloud Volunteer Fire Department","319 Tucci AVE","PO Box 640","McCloud","CA","96057",,,"PO Box 640","McCloud","CA","96057-0640","530-964-2422","530-964-3175","093","Mostly volunteer",,,"1","1","0","18","1","1","Yes"
"32035","Meadow Valley Fire Department","6913 Bucks Lake RD",,"Meadow Valley","CA","95956",,,"PO Box 130","Meadow Valley","CA","95956-0130","530-283-2620",,"063","Volunteer",,,"1","0","12","0","0","0","Yes"
"11565","Mendocino National Forest Fire Service, USDA-","825 N Humboldt AVE",,"Willows","CA","95988-9783","825 N Humboldt AVE",,,"Willows","CA","95988-9783","530-934-7758","530-934-2326","021","Career",,"https://www.fs.fed.us/r5/mendocino","1","160","0","0","0","0",
"23050","Mendocino Volunteer Fire Department","44700 Little Lake RD",,"Mendocino","CA","95460",,,"PO Box 901","Mendocino","CA","95460-0901","707-937-0131","707-937-4138","045","Volunteer",,"https://www.mendocinofire.com/","3","0","35","0","2","15","Yes"
"41050","Menlo Park Fire Protection District","170 Middlefield RD",,"Menlo Park","CA","94025-3505","170 Middlefield RD",,,"Menlo Park","CA","94025-3505","650-688-8400","650-323-9129","081","Career",,"https://www.menlofire.org/","7","93","0","0","17","0","Yes"
"24035","Merced County Fire Department","3500 N Apron AVE",,"Atwater","CA","95301-5116","3500 N Apron AVE",,,"Atwater","CA","95301-5116","209-385-7344","209-725-0174","047","Mostly volunteer",,"https://www.co.merced.ca.us/","19","96","0","201","8","0",
"37101","Mesa Grande Fire Department","2600 Mesa Grande RD","PO Box 270","Santa Ysabel","CA","92070","2600 Mesa Grande RD",,"PO Box 270","Santa Ysabel","CA","92070","760-782-0795","760-782-0727","073","Mostly career",,,"1","3","1","0","0","0",
"55015","Mi-Wuk Sugar Pine Fire Protection District","24247 Highway 108",,"Mi Wuk Village","CA","95346",,,"PO Box 530","Mi Wuk Village","CA","95346-0530","209-586-5256","209-586-0265","109","Mostly volunteer",,"https://www.mwspfire.us/","1","3","16","4","1","7","No"
"27910","Mid-Coast Fire Brigade","38000 Palo Colorado RD",,"Carmel","CA","93923","38000 Palo Colorado RD",,,"Carmel","CA","93923","831-625-8175","831-625-8175","053","Volunteer",,"https://www.midcoastfirebrigade.org/","1","0","23","0","0","0","Yes"
,"Midpines Volunteer Fire Department","6429 HWY 140","PO Box 321","Midpines","CA","95345-0321","6429 HWY 140",,"PO Box 321","Midpines","CA","95345-0321","209-966-6239","209-966-0252","043","Volunteer",,,"1","0","6","0","0","4",
"18075","Milford Fire District","450-075 Laufman Grade RD",,"Milford","CA","96121",,,"PO Box 265","Milford","CA","96121-0265","530-253-3699",,"035","Volunteer",,,"1","0","14","0","0","5","No"
"21040","Mill Valley Fire Department","1 Hamilton DR",,"Mill Valley","CA","94941-1479","1 Hamilton DR",,,"Mill Valley","CA","94941-1479","415-389-4130","415-389-4186","041","Mostly career",,"https://www.cityofmillvalley.org/Index.aspx?page=44","2","27","2","0","1","0","Yes"
"45935","Millville Fire Protection District","23963 Whitmore RD",,"Millville","CA","96062",,,"PO Box 32","Millville","CA","96062-0032","530-547-5521",,"089","Volunteer",,,"1","0","13","0","1","0","Yes"
"43030","Milpitas Fire Department","777 S Main ST",,"Milpitas","CA","95035","777 S Main ST",,,"Milpitas","CA","95035","408-586-2800",,"085","Career",,,"4","75","0","0","6","0",
"37811","Miramar Fire Department","PO Box 452006",,"San Diego","CA","92145-2006",,,"PO Box 452006","San Diego","CA","92145-2006","858-307-1962","858-307-6535","073","Career",,,"2","51","0","0","5","0","No"
"12145","Miranda Volunteer Fire Department","115 School RD",,"Miranda","CA","95553",,,"PO Box 252","Miranda","CA","95553","707-943-3100","707-943-3720","023","Volunteer",,,"1","0","8","0","0","0",
"50040","Modesto Fire Department","409 12TH ST",,"Modesto","CA","95354-2401","409 12TH ST",,,"Modesto","CA","95354-2401","209-572-9590","209-578-9591","099","Career",,"https://www.modestogov.com/149/Fire-Department","16","152","0","0","10","0","No"
"15023","Mojave Air and Space Port Fire Department","1434 Flightline",,"Mojave","CA","93501-2016","1434 Flightline",,,"Mojave","CA","93501-2016","661-824-5240","661-824-2597","029","Mostly volunteer",,,"1","3","0","8","0","0","Yes"
"05025","Mokelumne Hill Fire Protection District","8160 Church ST",,"Mokelumne Hill","CA","95245-9614","8160 Church ST",,,"Mokelumne Hill","CA","95245-9614","209-286-1389","209-286-1675","009","Volunteer",,,"1","0","12","0","0","0","No"
"39125","Mokelumne Rural Fire District","13157 E Brandt RD",,"Lockeford","CA","95237","13157 E Brandt RD",,,"Lockeford","CA","95237-9746","209-727-0564","209-727-0863","077","Mostly volunteer",,,"1","9","0","20","2","0","Yes"
"19125","Monrovia Fire Department","141 E Lemon AVE",,"Monrovia","CA","91016-2807","141 E Lemon AVE",,,"Monrovia","CA","91016-2807","626-256-8181","626-256-8112","037","Mostly career",,"https://www.ci.monrovia.ca.us/","2","43","4","0","5","0","Yes"
"47055","Montague Fire Department","121 S 10TH ST","PO Box 281","Montague","CA","96064",,,"PO Box 281","Montague","CA","96064-0281","530-459-5343","530-453-3809","093","Volunteer",,,"1","0","20","0","0","0","Yes"
"36140","Montclair Fire Department","8901 Monte Vista AVE","PO Box 2308","Montclair","CA","91763",,,"PO Box 2308","Montclair","CA","91763-0808","909-447-3540","909-621-5261","071","Career",,"https://www.cityofmontclair.org/","2","21","0","0","2","0","Yes"
"36145","Monte Vista Fire Protection District","8901 Monte Vista AVE","PO Box 2308","Montclair","CA","91763-0808","8901 Monte Vista AVE","PO Box 2308","PO Box ","Montclair","CA","91763-0808","909-626-1217","909-621-5261","071","Career",,"","2","32","0","0","8","0",
"19130","Montebello Fire Department","600 N Montebello BLVD",,"Montebello","CA","90640","600 N Montebello BLVD",,,"Montebello","CA","90640-3538","323-887-4512","323-887-4502","037","Mostly career",,,"3","57","1","0","5","0","Yes"
"42030","Montecito Fire Protection District","595 San Ysidro RD",,"Santa Barbara","CA","93108-2124","595 San Ysidro RD",,,"Santa Barbara","CA","93108-2124","805-969-7762","805-969-3598","083","Career",,"https://www.montecitofire.com/","2","36","0","0","8","0","Yes"
"27150","Monterey Airport Fire Department","200 Fred Kane DR",,"Monterey","CA","93940","200 Fred Kane DR",,,"Monterey","CA","93940","831-648-7008","831-372-8298","053","Career",,,"1","11","0","0","0","0",
"27075","Monterey County Regional FIre District","19900 Portola DR",,"Salinas","CA","93908-1234","19900 Portola DR",,,"Salinas","CA","93908-1234","831-455-1828","831-455-0646","053","Mostly career",,"https://www.mcrfd.org/","6","52","18","0","3","0","Yes"
"27060","Monterey Fire Department","610 Pacific ST",,"Monterey","CA","93940-2836","610 Pacific ST",,,"Monterey","CA","93940-2836","831-646-3900","831-646-3723","053","Career",,"https://www.monterey.org/fire","6","82","0","0","4","0","Yes"
"19135","Monterey Park Fire Department","350 W Newmark AVE",,"Monterey Park","CA","91754-2818","350 W Newmark AVE",,,"Monterey Park","CA","91754-2818","626-307-1423","626-307-1381","037","Mostly career",,"http://www.montereypark.ca.gov/","3","57","14","0","8","0","Yes"
"39095","Montezuma Fire Protection District","2405 S ""B"" ST",,"Stockton","CA","95206","2405 S ""B"" ST",,,"Stockton","CA","95206","209-464-5234","209-466-2624","077","Mostly volunteer",,,"2","8","0","15","2","0",
"48090","Montezuma Fire Protection District","21 N 4TH ST",,"Rio Vista","CA","94571","21 N 4TH ST",,,"Rio Vista","CA","94571-1728","707-374-5962","707-374-4999","095","Mostly volunteer",,"https://www.montezumafiredistrict.com/","7","3","30","0","0","0","Yes"
"37940","Montezuma Valley Volunteer Fire Department","37370 Montezuma Valley RD",,"Ranchita","CA","92066-0000","37370 Montezuma Valley RD",,,"Ranchita","CA","92066-0000","760-782-3467",,"073","Volunteer",,,"1","0","10","0","0","0",
"45940","Montgomery Creek Volunteer Fire Company","29876 Highway 299 E","PO Box 75","Montgomery Creek","CA","96065",,,"PO Box 75","Montgomery Creek","CA","96065-0075","530-337-6779","530-337-6779","089","Volunteer",,,"2","0","9","0","0","0","No"
"07060","Moraga-Orinda Fire Protection District","33 Orinda WAY",,"Orinda","CA","94563","33 Orinda WAY",,,"Orinda","CA","94563-2514","925-258-4599",,"013","Mostly career",,"https://www.mofd.org/","5","73","15","0","6","17","Yes"
"33054","Moreno Valley Fire Service","22850 Calle San Juan de Los Lagos",,"Moreno Valley","CA","92552","22850 Calle San Juan de Los Lagos",,,"Moreno Valley","CA","92552","951-486-6784","951-486-6790","065","Mostly career",,,"6","62","0","25","8","0",
"43040","Morgan Hill City Fire Department","18300 Old Monterey RD",,"Morgan Hill","CA","95037-3013","18300 Old Monterey RD",,,"Morgan Hill","CA","95037-3013","408-779-2121","408-779-1679","085","Career",,"https://www.morganhill.ca.gov/index.aspx?nid=445","2","22","0","0","1","0","Yes"
"33053","Morongo Fire Department","11581 Potrero RD",,"Banning","CA","92220-6946","11581 Potrero RD",,,"Banning","CA","92220-6946","951-849-7193","951-849-7194","065","Career",,"https://morongonation.org/","1","25","0","0","1","0","Yes"
"36150","Morongo Valley Fire Department","11207 Ocotillo ST","Fire station 461","Morongo Valley","CA","92256",,,"PO Box 46","Morongo Valley","CA","92256-0046","760-363-6454",,"071","Mostly volunteer",,"https://www.morongovalleyfire.com/","2","8","1","14","2","1","Yes"
"40040","Morro Bay Fire Department","715 Harbor ST",,"Morro Bay","CA","93442-1907","715 Harbor ST",,,"Morro Bay","CA","93442-1907","805-772-6242","805-772-6253","079","Mostly volunteer",,,"2","10","0","22","1","0","Yes"
"09026","Mosquito Fire Protection District","8801 Rock Creek RD",,"Placerville","CA","95667-8358","8801 Rock Creek RD",,,"Placerville","CA","95667-8358","530-626-9017","530-626-3240","017","Mostly volunteer",,"https://mfpd.us/","1","12","15","0","0","27","Yes"
"47060","Mount Shasta City Fire Department","305 N Mount Shasta BLVD",,"Mount Shasta","CA","96067","305 N Mount Shasta BLVD",,,"Mount Shasta","CA","96067","530-926-7546","530-926-0339","093","Mostly volunteer",,,"2","1","35","0","0","0",
"47065","Mount Shasta Fire Protection District","600 Michelle DR",,"Mount Shasta","CA","96067-0467",,,"PO Box 467","Mount Shasta","CA","96067-0467","530-926-0702","530-926-0317","093","Mostly volunteer",,,"2","1","0","18","0","1",
"47067","Mount Shasta Vista Volunteer Fire Company","13502 Roland DR",,"Montague","CA","96064-9532","13502 Roland DR",,,"Montague","CA","96064-9532","530-340-2297",,"093","Volunteer",,,"2","0","5","0","0","5","Yes"
"05018","Mountain Fire/Rescue Volunteer Fire Company","PO Box 259",,"Mountain Ranch","CA","95246-0259",,"PO Box 259",,"Mountain Ranch","CA","95246-0259","209-728-3180",,"009","Volunteer",,,"1","0","60","0","0","10",
"10145","Mountain Valley Volunteer Fire Department","46694 Chuckwagon RD",,"Squaw Valley","CA","93675",,,"PO Box 427","Dunlap","CA","93621-0427","559-338-1100",,"019","Volunteer",,,"1","0","20","0","0","6","No"
"43050","Mountain View Fire Department","1000 Villa ST",,"Mountain View","CA","94041","1000 Villa ST",,,"Mountain View","CA","94041-1238","650-903-6365","650-903-6122","085","Career",,"https://www.mountainview.gov/depts/fire/default.asp","5","70","0","0","19","0","Yes"
"50115","Mountain View Fire Protection District","9633 Crows Landing RD",,"Crows Landing","CA","95313-9602","9633 Crows Landing RD",,,"Crows Landing","CA","95313-9602","209-634-4766","209-668-1258","099","Volunteer",,"http://www.mtviewfire.com/","2","0","22","0","0","6","Yes"
"21085","Muir Beach Volunteer Fire Department","Star RT Box A",,"Muir Beach","CA","94965-9716","Star RT Box A",,,"Muir Beach","CA","94965-9716","415-380-9627","415-381-6612","041","Volunteer",,"https://www.muirbeachfire.com","1","0","16","0","0","5",
"03410","Mule Creek State Prison Fire Department","4001 Highway 104",,"Ione","CA","95640","4001 Highway 104",,,"Ione","CA","95640","209-274-4911","209-274-5209","005","Mostly volunteer",,,"1","5","7","0","1","0","No"
"05030","Murphys Fire Protection District","37 Jones ST",,"Murphys","CA","95247",,,"PO Box 1260","Murphys","CA","95247-1260","209-728-3864","209-728-2951","009","Mostly volunteer",,,"2","1","25","6","10","15","Yes"
"33055","Murrieta Fire & Rescue","41825 Juniper ST",,"Murrieta","CA","92562-7200","41825 Juniper ST",,,"Murrieta","CA","92562-7200","951-304-3473","951-677-6799","065","Career",,"https://www.murrietaca.gov/154/Fire","5","57","0","0","14","6","Yes"
"28025","Napa County Fire Department","1199 Big Tree RD",,"Saint Helena","CA","94574","1199 Big Tree RD",,,"Saint Helena","CA","94574","707-967-1400","707-967-1473","055","Mostly volunteer",,,"13","34","200","0","10","0",
"43810","NASA/Ames Fire Department","580 Zook RD",,"Moffett Field","CA","94035",,,"PO Box 158","Moffett Field","CA","94035-0158","650-604-4302","650-604-0994","085","Career",,,"1","45","0","0","0","0","No"
"37110","National City Fire Department","343 E 16TH ST",,"National City","CA","91950","1243 National City BLVD",,,"National City","CA","91950-4301","619-336-4550","619-336-4562","073","Career",,"https://www.nationalcityca.gov/","2","38","0","0","7","1","Yes"
"27815","Naval Postgraduate School Fire Department","1399 Cunningham RD",,"Monterey","CA","93943","1399 Cunningham RD",,,"Monterey","CA","93943","831-656-2334",,"053","Career",,,"1","17","0","0","0","0",
"29040","Nevada City Fire Department","317 Broad ST",,"Nevada City","CA","95959-2405","317 Broad ST",,,"Nevada City","CA","95959-2405","530-265-2351","530-265-8640","057","Career",,,"1","9","0","0","0","0","Yes"
"29015","Nevada County Consolidated Fire District","11329 McCourtney RD",,"Grass Valley","CA","95949-9759","11329 McCourtney RD",,,"Grass Valley","CA","95949-9759","530-273-3158","530-273-1780","057","Mostly career",,"https://www.nccfire.com/","12","33","0","15","2","0","No"
"01070","Newark Fire Department","37101 Newark BLVD",,"Newark","CA","94560","37101 Newark BLVD",,,"Newark","CA","94560","510-790-7218","510-790-7281","001","Career",,"https://www.newark.org","3","44","0","0","8","0",
"36165","Newberry Springs Fire Department","30884 Newberry Rd",,"Newberry Springs","CA","92365",,,"PO Box 206","Newberry Springs","CA","92365","760-257-3613","760-257-3076","071","Volunteer",,,"3","0","0","18","0","0",
